"code","scientific_name","common_name"
"cretre1","hemiprocne coronata","crested treeswift"
NA,"rallus aquaticus","water rail"
NA,"crex crex","corn crake"
NA,"lewinia striata","slaty-breasted rail"
"bubrai1","gallirallus philippensis","buff-banded rail"
NA,"porzana porzana","spotted crake"
NA,"gallinula chloropus","eurasian moorhen"
NA,"fulica atra","eurasian coot"
NA,"fulica cristata","red-knobbed coot"
NA,"porphyrio melanotus","australasian swamphen"
"purswa3","porphyrio poliocephalus","gray-headed swamphen"
"whbwat1","amaurornis phoenicurus","white-breasted waterhen"
NA,"zapornia fusca","ruddy-breasted crake"
NA,"zapornia parva","little crake"
NA,"balearica regulorum","gray crowned-crane"
"sancra","antigone canadensis","sandhill crane"
NA,"antigone antigone","sarus crane"
NA,"grus grus","common crane"
"indthk1","burhinus indicus","indian thick-knee"
NA,"himantopus himantopus","black-winged stilt"
"piesti1","himantopus leucocephalus","pied stilt"
"euroys1","haematopus ostralegus","eurasian oystercatcher"
"pieoys1","haematopus longirostris","pied oystercatcher"
"bkbplo","pluvialis squatarola","black-bellied plover"
"eugplo","pluvialis apricaria","european golden-plover"
"amgplo","pluvialis dominica","american golden-plover"
NA,"pluvialis fulva","pacific golden-plover"
NA,"eudromias morinellus","eurasian dotterel"
NA,"charadrius hiaticula","common ringed plover"
"semplo","charadrius semipalmatus","semipalmated plover"
"blfdot1","charadrius melanops","black-fronted dotterel"
"lirplo","charadrius dubius","little ringed plover"
"norlap","vanellus vanellus","northern lapwing"
"blaplo1","vanellus armatus","blacksmith lapwing"
NA,"vanellus spinosus","spur-winged lapwing"
NA,"vanellus duvaucelii","river lapwing"
"yewlap2","vanellus malabaricus","yellow-wattled lapwing"
"rewlap1","vanellus indicus","red-wattled lapwing"
"maslap1","vanellus miles","masked lapwing"
NA,"anarhynchus leschenaultii","greater sand-plover"
"recplo1","anarhynchus ruficapillus","red-capped plover"
NA,"anarhynchus alexandrinus","kentish plover"
"phtjac1","hydrophasianus chirurgus","pheasant-tailed jacana"
"brwjac1","metopidius indicus","bronze-winged jacana"
"brtcur","numenius tahitiensis","bristle-thighed curlew"
"whimbr","numenius phaeopus","whimbrel"
NA,"numenius minutus","little curlew"
NA,"numenius madagascariensis","far eastern curlew"
NA,"numenius arquata","eurasian curlew"
"batgod","limosa lapponica","bar-tailed godwit"
NA,"limosa limosa","black-tailed godwit"
"shbdow","limnodromus griseus","short-billed dowitcher"
"lobdow","limnodromus scolopaceus","long-billed dowitcher"
NA,"lymnocryptes minimus","jack snipe"
NA,"scolopax rusticola","eurasian woodcock"
NA,"gallinago hardwickii","latham's snipe"
NA,"gallinago gallinago","common snipe"
"wilpha","phalaropus tricolor","wilson's phalarope"
NA,"phalaropus lobatus","red-necked phalarope"
NA,"xenus cinereus","terek sandpiper"
"comsan","actitis hypoleucos","common sandpiper"
"sposan","actitis macularius","spotted sandpiper"
NA,"tringa ochropus","green sandpiper"
NA,"tringa brevipes","gray-tailed tattler"
"wantat1","tringa incana","wandering tattler"
NA,"tringa stagnatilis","marsh sandpiper"
NA,"tringa glareola","wood sandpiper"
"comred1","tringa totanus","common redshank"
"lesyel","tringa flavipes","lesser yellowlegs"
NA,"tringa guttifer","nordmann's greenshank"
NA,"tringa erythropus","spotted redshank"
NA,"tringa nebularia","common greenshank"
"greyel","tringa melanoleuca","greater yellowlegs"
"rudtur","arenaria interpres","ruddy turnstone"
NA,"calidris tenuirostris","great knot"
"redkno","calidris canutus","red knot"
NA,"calidris pugnax","ruff"
NA,"calidris falcinellus","broad-billed sandpiper"
NA,"calidris acuminata","sharp-tailed sandpiper"
NA,"calidris ferruginea","curlew sandpiper"
"stisan","calidris himantopus","stilt sandpiper"
NA,"calidris temminckii","temminck's stint"
NA,"calidris subminuta","long-toed stint"
NA,"calidris ruficollis","red-necked stint"
NA,"calidris pygmaea","spoon-billed sandpiper"
"bubsan","calidris subruficollis","buff-breasted sandpiper"
"sander","calidris alba","sanderling"
"dunlin","calidris alpina","dunlin"
"pursan","calidris maritima","purple sandpiper"
"rocsan","calidris ptilocnemis","rock sandpiper"
"baisan","calidris bairdii","baird's sandpiper"
NA,"calidris minuta","little stint"
NA,"calidris fuscicollis","white-rumped sandpiper"
"leasan","calidris minutilla","least sandpiper"
"pecsan","calidris melanotos","pectoral sandpiper"
"wessan","calidris mauri","western sandpiper"
NA,"turnix suscitator","barred buttonquail"
NA,"cursorius coromandelicus","indian courser"
NA,"glareola lactea","small pratincole"
NA,"glareola maldivarum","oriental pratincole"
NA,"stercorarius longicaudus","long-tailed jaeger"
"parjae","stercorarius parasiticus","parasitic jaeger"
"pomjae","stercorarius pomarinus","pomarine jaeger"
"piggui","cepphus columba","pigeon guillemot"
NA,"hydrocoloeus minutus","little gull"
NA,"rhodostethia rosea","ross's gull"
NA,"pagophila eburnea","ivory gull"
"sabgul","xema sabini","sabine's gull"
NA,"saundersilarus saundersi","saunders's gull"
"bongul","chroicocephalus philadelphia","bonaparte's gull"
"silgul2","chroicocephalus novaehollandiae","silver gull"
NA,"chroicocephalus ridibundus","black-headed gull"
NA,"chroicocephalus brunnicephalus","brown-headed gull"
"laugul","leucophaeus atricilla","laughing gull"
"fragul","leucophaeus pipixcan","franklin's gull"
"audgul1","ichthyaetus audouinii","audouin's gull"
NA,"ichthyaetus melanocephalus","mediterranean gull"
NA,"larus crassirostris","black-tailed gull"
NA,"larus canus","common gull"
"mewgul2","larus brachyrhynchus","short-billed gull"
"ribgul","larus delawarensis","ring-billed gull"
"wesgul","larus occidentalis","western gull"
NA,"larus cachinnans","caspian gull"
"hergul","larus argentatus","herring gull"
"yelgul1","larus michahellis","yellow-legged gull"
"gbbgul","larus marinus","great black-backed gull"
"glagul","larus hyperboreus","glaucous gull"
"lbbgul","larus fuscus","lesser black-backed gull"
"glwgul","larus glaucescens","glaucous-winged gull"
NA,"larus schistisagus","slaty-backed gull"
"y00478","larus glaucoides","iceland gull"
"aleter1","onychoprion aleuticus","aleutian tern"
NA,"sternula albifrons","little tern"
"leater1","sternula antillarum","least tern"
"caster1","hydroprogne caspia","caspian tern"
"blkter","chlidonias niger","black tern"
NA,"chlidonias leucopterus","white-winged tern"
"rivter1","sterna aurantia","river tern"
"arcter","sterna paradisaea","arctic tern"
"comter","sterna hirundo","common tern"
NA,"sterna sumatrana","black-naped tern"
NA,"sterna dougallii","roseate tern"
"santer1","thalasseus sandvicensis","sandwich tern"
NA,"thalasseus bergii","great crested tern"
"retloo","gavia stellata","red-throated loon"
NA,"gavia arctica","arctic loon"
"pacloo","gavia pacifica","pacific loon"
"comloo","gavia immer","common loon"
NA,"gavia adamsii","yellow-billed loon"
NA,"puffinus yelkouan","yelkouan shearwater"
NA,"puffinus mauretanicus","balearic shearwater"
NA,"anastomus oscitans","asian openbill"
NA,"ciconia nigra","black stork"
"wonsto1","ciconia episcopus","asian woolly-necked stork"
NA,"ciconia ciconia","white stork"
NA,"ciconia boyciana","oriental stork"
NA,"mycteria leucocephala","painted stork"
"norgan","morus bassanus","northern gannet"
NA,"anhinga melanogaster","oriental darter"
"lipcor1","microcarbo melanoleucos","little pied cormorant"
"litcor1","microcarbo niger","little cormorant"
NA,"microcarbo pygmaeus","pygmy cormorant"
NA,"urile urile","red-faced cormorant"
"pelcor","urile pelagicus","pelagic cormorant"
"grecor","phalacrocorax carbo","great cormorant"
NA,"phalacrocorax fuscicollis","indian cormorant"
"libcor1","phalacrocorax sulcirostris","little black cormorant"
NA,"gulosus aristotelis","european shag"
"doccor","nannopterum auritum","double-crested cormorant"
"brnpel","pelecanus occidentalis","brown pelican"
NA,"pelecanus onocrotalus","great white pelican"
"spbpel1","pelecanus philippensis","spot-billed pelican"
NA,"scopus umbretta","hamerkop"
NA,"botaurus stellaris","great bittern"
NA,"ixobrychus flavicollis","black bittern"
NA,"ixobrychus cinnamomeus","cinnamon bittern"
NA,"ixobrychus minutus","little bittern"
NA,"ixobrychus sinensis","yellow bittern"
"bcnher","nycticorax nycticorax","black-crowned night heron"
NA,"egretta sacra","pacific reef-heron"
NA,"egretta eulophotes","chinese egret"
NA,"egretta garzetta","little egret"
NA,"egretta gularis","western reef-heron"
"whfher1","egretta novaehollandiae","white-faced heron"
NA,"butorides striata","striated heron"
NA,"ardeola ralloides","squacco heron"
"inpher1","ardeola grayii","indian pond-heron"
NA,"ardeola bacchus","chinese pond-heron"
"greegr","ardea alba","great egret"
NA,"ardea cinerea","gray heron"
NA,"ardea purpurea","purple heron"
NA,"ardea melanocephala","black-headed heron"
NA,"ardea goliath","goliath heron"
"gloibi","plegadis falcinellus","glossy ibis"
"ausibi1","threskiornis molucca","australian ibis"
NA,"pseudibis papillosa","red-naped ibis"
"hadibi1","bostrychia hagedash","hadada ibis"
NA,"platalea leucorodia","eurasian spoonbill"
"royspo1","platalea regia","royal spoonbill"
NA,"platalea minor","black-faced spoonbill"
"blkvul","coragyps atratus","black vulture"
"turvul","cathartes aura","turkey vulture"
"osprey","pandion haliaetus","osprey"
NA,"elanus caeruleus","black-winged kite"
NA,"gypaetus barbatus","bearded vulture"
NA,"neophron percnopterus","egyptian vulture"
NA,"pernis apivorus","european honey-buzzard"
"orihob2","pernis ptilorhynchus","oriental honey-buzzard"
"cinvul1","aegypius monachus","cinereous vulture"
NA,"gyps africanus","white-backed vulture"
NA,"gyps himalayensis","himalayan griffon"
"eurgri1","gyps fulvus","eurasian griffon"
NA,"spilornis cheela","crested serpent-eagle"
NA,"circaetus gallicus","short-toed snake-eagle"
NA,"nisaetus nipalensis","mountain hawk-eagle"
NA,"nisaetus cirrhatus","changeable hawk-eagle"
NA,"ictinaetus malaiensis","black eagle"
NA,"clanga pomarina","lesser spotted eagle"
NA,"clanga clanga","greater spotted eagle"
"booeag1","hieraaetus pennatus","booted eagle"
NA,"aquila nipalensis","steppe eagle"
NA,"aquila heliaca","imperial eagle"
"goleag","aquila chrysaetos","golden eagle"
NA,"aquila verreauxii","verreaux's eagle"
NA,"aquila fasciata","bonelli's eagle"
"whebuz1","butastur teesa","white-eyed buzzard"
NA,"butastur liventer","rufous-winged buzzard"
NA,"butastur indicus","gray-faced buzzard"
NA,"circus aeruginosus","western marsh harrier"
NA,"circus spilonotus","eastern marsh harrier"
"swahar1","circus approximans","swamp harrier"
NA,"circus cyaneus","hen harrier"
"norhar2","circus hudsonius","northern harrier"
NA,"circus macrourus","pallid harrier"
NA,"circus pygargus","montagu's harrier"
"cregos1","accipiter trivirgatus","crested goshawk"
NA,"accipiter badius","shikra"
NA,"accipiter brevipes","levant sparrowhawk"
NA,"accipiter soloensis","chinese sparrowhawk"
"brogos1","accipiter fasciatus","brown goshawk"
NA,"accipiter virgatus","besra"
NA,"accipiter nisus","eurasian sparrowhawk"
"redkit1","milvus milvus","red kite"
"blakit1","milvus migrans","black kite"
NA,"haliastur indus","brahminy kite"
"baleag","haliaeetus leucocephalus","bald eagle"
"wbseag1","icthyophaga leucogaster","white-bellied sea-eagle"
"hrshaw","parabuteo unicinctus","harris's hawk"
"rolhaw","buteo lagopus","rough-legged hawk"
NA,"buteo buteo","common buzzard"
NA,"buteo japonicus","eastern buzzard"
"brnowl","tyto alba","barn owl"
NA,"otus spilocephalus","mountain scops-owl"
NA,"otus bakkamoena","indian scops-owl"
NA,"otus lettia","collared scops-owl"
NA,"otus scops","eurasian scops-owl"
NA,"otus cyprius","cyprus scops-owl"
"snoowl1","bubo scandiacus","snowy owl"
NA,"ketupa flavipes","tawny fish-owl"
"nohowl","surnia ulula","northern hawk owl"
NA,"glaucidium passerinum","eurasian pygmy-owl"
NA,"glaucidium cuculoides","asian barred owlet"
"junowl1","glaucidium radiatum","jungle owlet"
NA,"taenioptynx brodiei","collared owlet"
"spoowl1","athene brama","spotted owlet"
"litowl1","athene noctua","little owl"
NA,"strix aluco","tawny owl"
"loeowl","asio otus","long-eared owl"
"sheowl","asio flammeus","short-eared owl"
NA,"harpactes fasciatus","malabar trogon"
NA,"upupa epops","eurasian hoopoe"
NA,"bucorvus leadbeateri","southern ground-hornbill"
NA,"lophoceros nasutus","african gray hornbill"
"inghor2","ocyceros birostris","indian gray hornbill"
NA,"ocyceros griseus","malabar gray hornbill"
NA,"anthracoceros coronatus","malabar pied-hornbill"
NA,"anthracoceros albirostris","oriental pied-hornbill"
"comkin1","alcedo atthis","common kingfisher"
"laukoo1","dacelo novaeguineae","laughing kookaburra"
NA,"pelargopsis capensis","stork-billed kingfisher"
NA,"halcyon smyrnensis","white-throated kingfisher"
NA,"halcyon pileata","black-capped kingfisher"
"sackin1","todiramphus sanctus","sacred kingfisher"
"piekin1","ceryle rudis","pied kingfisher"
NA,"merops philippinus","blue-tailed bee-eater"
NA,"merops ornatus","rainbow bee-eater"
"eubeat1","merops apiaster","european bee-eater"
NA,"merops leschenaulti","chestnut-headed bee-eater"
NA,"coracias garrulus","european roller"
NA,"coracias caudatus","lilac-breasted roller"
"indrol2","coracias benghalensis","indian roller"
NA,"eurystomus orientalis","dollarbird"
NA,"psilopogon malabaricus","malabar barbet"
"copbar1","psilopogon haemacephalus","coppersmith barbet"
NA,"psilopogon virens","great barbet"
NA,"psilopogon lineatus","lineated barbet"
NA,"psilopogon zeylanicus","brown-headed barbet"
"whcbar1","psilopogon viridis","white-cheeked barbet"
"taibar2","psilopogon nuchalis","taiwan barbet"
NA,"psilopogon asiaticus","blue-throated barbet"
NA,"jynx torquilla","eurasian wryneck"
NA,"picoides tridactylus","eurasian three-toed woodpecker"
"bncwoo3","yungipicus nanus","brown-capped pygmy woodpecker"
"gycwoo1","yungipicus canicapillus","gray-capped pygmy woodpecker"
"pygwoo1","yungipicus kizuki","japanese pygmy woodpecker"
NA,"leiopicus mahrattensis","yellow-crowned woodpecker"
NA,"dendrocoptes medius","middle spotted woodpecker"
NA,"dendrocopos macei","fulvous-breasted woodpecker"
NA,"dendrocopos leucotos","white-backed woodpecker"
NA,"dendrocopos major","great spotted woodpecker"
"syrwoo1","dendrocopos syriacus","syrian woodpecker"
NA,"dryobates minor","lesser spotted woodpecker"
NA,"chrysocolaptes guttacristatus","greater flameback"
NA,"micropternus brachyurus","rufous woodpecker"
"bkrfla1","dinopium benghalense","black-rumped flameback"
NA,"picus chlorolophus","lesser yellownape"
NA,"picus xanthopygaeus","streak-throated woodpecker"
NA,"picus canus","gray-headed woodpecker"
NA,"picus viridis","eurasian green woodpecker"
NA,"dryocopus martius","black woodpecker"
NA,"falco naumanni","lesser kestrel"
"eurkes","falco tinnunculus","eurasian kestrel"
"auskes1","falco cenchroides","nankeen kestrel"
NA,"falco vespertinus","red-footed falcon"
NA,"falco eleonorae","eleonora's falcon"
"merlin","falco columbarius","merlin"
"perfal","falco peregrinus","peregrine falcon"
"cockat","nymphicus hollandicus","cockatiel"
"gagcoc1","callocephalon fimbriatum","gang-gang cockatoo"
"galah","eolophus roseicapilla","galah"
"litcor2","cacatua sanguinea","little corella"
"succoc","cacatua galerita","sulphur-crested cockatoo"
"aukpar1","alisterus scapularis","australian king-parrot"
"alepar2","psittacula eupatria","alexandrine parakeet"
NA,"psittacula krameri","rose-ringed parakeet"
"plhpar1","psittacula cyanocephala","plum-headed parakeet"
NA,"psittacula columboides","malabar parakeet"
"criros2","platycercus elegans","crimson rosella"
"easros1","platycercus eximius","eastern rosella"
"budger","melopsittacus undulatus","budgerigar"
"railor5","trichoglossus moluccanus","rainbow lorikeet"
NA,"loriculus vernalis","vernal hanging-parrot"
NA,"agapornis roseicollis","rosy-faced lovebird"
"monpar","myiopsitta monachus","monk parakeet"
NA,"amazona ochrocephala","yellow-crowned parrot"
NA,"amazona aestiva","turquoise-fronted parrot"
NA,"amazona amazonica","orange-winged parrot"
"bkhpar","aratinga nenday","nanday parakeet"
"baymac","ara ararauna","blue-and-yellow macaw"
NA,"ara severus","chestnut-fronted macaw"
"scamac1","ara macao","scarlet macaw"
NA,"ara chloropterus","red-and-green macaw"
"grnpar","psittacara holochlorus","green parakeet"
NA,"psittacara erythrogenys","red-masked parakeet"
"indpit1","pitta brachyura","indian pitta"
NA,"pitta nympha","fairy pitta"
"grekis","pitangus sulphuratus","great kiskadee"
"brohon1","lichmera indistincta","brown honeyeater"
"blfhon1","entomyzon cyanotis","blue-faced honeyeater"
NA,"pericrocotus cinnamomeus","small minivet"
"gycmin1","pericrocotus solaris","gray-chinned minivet"
NA,"pericrocotus ethologus","long-tailed minivet"
"scamin3","pericrocotus flammeus","orange minivet"
NA,"pericrocotus speciosus","scarlet minivet"
NA,"pericrocotus divaricatus","ashy minivet"
"bkfcus1","coracina novaehollandiae","black-faced cuckooshrike"
NA,"coracina macei","large cuckooshrike"
NA,"lalage melanoptera","black-headed cuckooshrike"
"whbyuh1","erpornis zantholeuca","white-bellied erpornis"
"eugori2","oriolus oriolus","eurasian golden oriole"
NA,"oriolus kundoo","indian golden oriole"
NA,"oriolus chinensis","black-naped oriole"
NA,"oriolus xanthornus","black-hooded oriole"
"marori2","oriolus traillii","maroon oriole"
NA,"artamus fuscus","ashy woodswallow"
"blfwoo1","artamus cinereus","black-faced woodswallow"
NA,"tephrodornis pondicerianus","common woodshrike"
NA,"hemipus picatus","bar-winged flycatcher-shrike"
NA,"aegithina tiphia","common iora"
NA,"aegithina nigrolutea","white-tailed iora"
NA,"rhipidura javanica","malaysian pied-fantail"
"spbfan1","rhipidura albogularis","spot-breasted fantail"
NA,"rhipidura aureola","white-browed fantail"
NA,"dicrurus macrocercus","black drongo"
NA,"dicrurus leucophaeus","ashy drongo"
NA,"dicrurus caerulescens","white-bellied drongo"
NA,"dicrurus aeneus","bronzed drongo"
NA,"dicrurus hottentottus","hair-crested drongo"
NA,"dicrurus paradiseus","greater racket-tailed drongo"
NA,"hypothymis azurea","black-naped monarch"
"aspfly1","terpsiphone paradisi","indian paradise-flycatcher"
"maglar1","grallina cyanoleuca","magpie-lark"
"buhshr1","lanius bucephalus","bull-headed shrike"
"rebshr1","lanius collurio","red-backed shrike"
"brnshr","lanius cristatus","brown shrike"
"lotshr1","lanius schach","long-tailed shrike"
NA,"lanius tephronotus","gray-backed shrike"
"norshr4","lanius borealis","northern shrike"
NA,"lanius excubitor","great gray shrike"
NA,"lanius minor","lesser gray shrike"
"wooshr1","lanius senator","woodchat shrike"
NA,"perisoreus infaustus","siberian jay"
"grnjay","cyanocorax yncas","green jay"
"eurjay1","garrulus glandarius","eurasian jay"
NA,"cyanopica cyanus","azure-winged magpie"
NA,"urocissa caerulea","taiwan blue-magpie"
NA,"urocissa flavirostris","yellow-billed blue-magpie"
NA,"urocissa erythroryncha","red-billed blue-magpie"
"ruftre2","dendrocitta vagabunda","rufous treepie"
"grytre1","dendrocitta formosae","gray treepie"
"whbtre1","dendrocitta leucogastra","white-bellied treepie"
NA,"pica serica","oriental magpie"
"eurmag1","pica pica","eurasian magpie"
"bkbmag1","pica hudsonia","black-billed magpie"
NA,"nucifraga caryocatactes","eurasian nutcracker"
NA,"pyrrhocorax pyrrhocorax","red-billed chough"
NA,"pyrrhocorax graculus","yellow-billed chough"
NA,"corvus monedula","eurasian jackdaw"
"houcro1","corvus splendens","house crow"
NA,"corvus frugilegus","rook"
NA,"corvus corone","carrion crow"
NA,"corvus cornix","hooded crow"
NA,"corvus macrorhynchos","large-billed crow"
NA,"corvus albus","pied crow"
"comrav","corvus corax","common raven"
NA,"chelidorhynx hypoxanthus","yellow-bellied fairy-fantail"
NA,"culicicapa ceylonensis","gray-headed canary-flycatcher"
NA,"periparus ater","coal tit"
NA,"lophophanes cristatus","crested tit"
NA,"sittiparus castaneoventris","chestnut-bellied tit"
"vartit1","sittiparus varius","varied tit"
NA,"poecile lugubris","sombre tit"
"martit2","poecile palustris","marsh tit"
NA,"poecile montanus","willow tit"
NA,"poecile cinctus","gray-headed chickadee"
"blutit","cyanistes caeruleus","eurasian blue tit"
"grbtit1","parus monticolus","green-backed tit"
"gretit1","parus major","great tit"
NA,"parus cinereus","cinereous tit"
"gretit4","parus minor","japanese tit"
NA,"machlolophus holsti","taiwan yellow tit"
NA,"machlolophus aplonotus","indian yellow tit"
NA,"remiz pendulinus","eurasian penduline-tit"
"rutlar2","ammomanes phoenicura","rufous-tailed lark"
"ascspl1","eremopterix griseus","ashy-crowned sparrow-lark"
"jerbus2","mirafra affinis","jerdon's bushlark"
NA,"mirafra erythroptera","indian bushlark"
"horlar","eremophila alpestris","horned lark"
"callar1","melanocorypha calandra","calandra lark"
NA,"lullula arborea","wood lark"
NA,"alauda arvensis","eurasian skylark"
NA,"alauda gulgula","oriental skylark"
"crelar1","galerida cristata","crested lark"
NA,"panurus biarmicus","bearded reedling"
