"code","scientific_name","common_name"
"pieoys1","haematopus longirostris","pied oystercatcher"
"soioys1","haematopus finschi","south island oystercatcher"
"soooys1","haematopus fuliginosus","sooty oystercatcher"
"bkbplo","pluvialis squatarola","black-bellied plover"
"amgplo","pluvialis dominica","american golden-plover"
"semplo","charadrius semipalmatus","semipalmated plover"
"blfdot1","charadrius melanops","black-fronted dotterel"
"lirplo","charadrius dubius","little ringed plover"
"maslap1","vanellus miles","masked lapwing"
"dobplo1","anarhynchus bicinctus","double-banded plover"
"recplo1","anarhynchus ruficapillus","red-capped plover"
"whimbr","numenius phaeopus","whimbrel"
"batgod","limosa lapponica","bar-tailed godwit"
"hudgod","limosa haemastica","hudsonian godwit"
"shbdow","limnodromus griseus","short-billed dowitcher"
"lobdow","limnodromus scolopaceus","long-billed dowitcher"
"wilpha","phalaropus tricolor","wilson's phalarope"
"comsan","actitis hypoleucos","common sandpiper"
"wantat1","tringa incana","wandering tattler"
"comred1","tringa totanus","common redshank"
"lesyel","tringa flavipes","lesser yellowlegs"
"rudtur","arenaria interpres","ruddy turnstone"
"redkno","calidris canutus","red knot"
"stisan","calidris himantopus","stilt sandpiper"
"bubsan","calidris subruficollis","buff-breasted sandpiper"
"sander","calidris alba","sanderling"
"dunlin","calidris alpina","dunlin"
"baisan","calidris bairdii","baird's sandpiper"
"pecsan","calidris melanotos","pectoral sandpiper"
"parjae","stercorarius parasiticus","parasitic jaeger"
"pomjae","stercorarius pomarinus","pomarine jaeger"
"sabgul","xema sabini","sabine's gull"
"silgul2","chroicocephalus novaehollandiae","silver gull"
"laugul","leucophaeus atricilla","laughing gull"
"fragul","leucophaeus pipixcan","franklin's gull"
"kelgul","larus dominicanus","kelp gull"
"lbbgul","larus fuscus","lesser black-backed gull"
"aleter1","onychoprion aleuticus","aleutian tern"
"caster1","hydroprogne caspia","caspian tern"
"blfter1","chlidonias albostriatus","black-fronted tern"
"blkter","chlidonias niger","black tern"
"arcter","sterna paradisaea","arctic tern"
"comter","sterna hirundo","common tern"
"whfter1","sterna striata","white-fronted tern"
"ausgan1","morus serrator","australasian gannet"
"lipcor1","microcarbo melanoleucos","little pied cormorant"
"grecor","phalacrocorax carbo","great cormorant"
"libcor1","phalacrocorax sulcirostris","little black cormorant"
"piecor1","phalacrocorax varius","pied cormorant"
"bcnher","nycticorax nycticorax","black-crowned night heron"
"whfher1","egretta novaehollandiae","white-faced heron"
"greegr","ardea alba","great egret"
"gloibi","plegadis falcinellus","glossy ibis"
"ausibi1","threskiornis molucca","australian ibis"
"royspo1","platalea regia","royal spoonbill"
"osprey","pandion haliaetus","osprey"
"auskit1","elanus axillaris","black-shouldered kite"
"orihob2","pernis ptilorhynchus","oriental honey-buzzard"
"weteag1","aquila audax","wedge-tailed eagle"
"swahar1","circus approximans","swamp harrier"
"brogos1","accipiter fasciatus","brown goshawk"
"colspa1","accipiter cirrocephalus","collared sparrowhawk"
"blakit1","milvus migrans","black kite"
"whikit1","haliastur sphenurus","whistling kite"
"wbseag1","icthyophaga leucogaster","white-bellied sea-eagle"
"brnowl","tyto alba","barn owl"
"comkin1","alcedo atthis","common kingfisher"
"azukin1","ceyx azureus","azure kingfisher"
"laukoo1","dacelo novaeguineae","laughing kookaburra"
"sackin1","todiramphus sanctus","sacred kingfisher"
"auskes1","falco cenchroides","nankeen kestrel"
"brofal1","falco berigora","brown falcon"
"perfal","falco peregrinus","peregrine falcon"
"ytbcoc1","zanda funerea","yellow-tailed black-cockatoo"
"rtbcoc1","calyptorhynchus banksii","red-tailed black-cockatoo"
"glbcoc1","calyptorhynchus lathami","glossy black-cockatoo"
"cockat","nymphicus hollandicus","cockatiel"
"gagcoc1","callocephalon fimbriatum","gang-gang cockatoo"
"galah","eolophus roseicapilla","galah"
"litcor2","cacatua sanguinea","little corella"
"succoc","cacatua galerita","sulphur-crested cockatoo"
"aukpar1","alisterus scapularis","australian king-parrot"
"alepar2","psittacula eupatria","alexandrine parakeet"
"blwpar3","neophema chrysostoma","blue-winged parrot"
"greros2","platycercus caledonicus","green rosella"
"criros2","platycercus elegans","crimson rosella"
"easros1","platycercus eximius","eastern rosella"
"rerpar1","psephotus haematonotus","red-rumped parrot"
"budger","melopsittacus undulatus","budgerigar"
"litlor1","parvipsitta pusilla","little lorikeet"
"muslor1","glossopsitta concinna","musk lorikeet"
"scblor1","trichoglossus chlorolepidotus","scaly-breasted lorikeet"
"railor5","trichoglossus moluccanus","rainbow lorikeet"
"bkhpar","aratinga nenday","nanday parakeet"
"baymac","ara ararauna","blue-and-yellow macaw"
"scamac1","ara macao","scarlet macaw"
"grecat1","ailuroedus crassirostris","green catbird"
"satbow1","ptilonorhynchus violaceus","satin bowerbird"
"whttre3","cormobates leucophaea","white-throated treecreeper"
"brotre2","climacteris picumnus","brown treecreeper"
"varfai1","malurus assimilis","purple-backed fairywren"
"varfai5","malurus lamberti","variegated fairywren"
"splfai1","malurus splendens","splendid fairywren"
"supfai1","malurus cyaneus","superb fairywren"
"rebfai1","malurus melanocephalus","red-backed fairywren"
"easspi1","acanthorhynchus tenuirostris","eastern spinebill"
"lewhon1","meliphaga lewinii","lewin's honeyeater"
"grahon5","microptilotis imitatrix","cryptic honeyeater"
"yefhon1","caligavis chrysops","yellow-faced honeyeater"
"belmin1","manorina melanophrys","bell miner"
"noimin1","manorina melanocephala","noisy miner"
"bruwat1","anthochaera chrysoptera","little wattlebird"
"redwat1","anthochaera carunculata","red wattlebird"
"blahon1","sugomel nigrum","black honeyeater"
"scamyz1","myzomela sanguinolenta","scarlet myzomela"
"brohon1","lichmera indistincta","brown honeyeater"
"crehon2","phylidonyris pyrrhopterus","crescent honeyeater"
"nehhon2","phylidonyris novaehollandiae","new holland honeyeater"
"blfhon1","entomyzon cyanotis","blue-faced honeyeater"
"blhhon1","melithreptus affinis","black-headed honeyeater"
"litfri1","philemon citreogularis","little friarbird"
"spopar1","pardalotus punctatus","spotted pardalote"
"whbscr1","sericornis frontalis","white-browed scrubwren"
"labscr2","sericornis magnirostra","large-billed scrubwren"
"strtho1","acanthiza lineata","striated thornbill"
"brotho1","acanthiza pusilla","brown thornbill"
"broger1","gerygone mouki","brown gerygone"
"bkfcus1","coracina novaehollandiae","black-faced cuckooshrike"
"easwhi1","psophodes olivaceus","eastern whipbird"
"cresht1","falcunculus frontatus","eastern shrike-tit"
"grysht1","colluricincla harmonica","gray shrikethrush"
"golwhi1","pachycephala pectoralis","golden whistler"
"grywhi2","pachycephala simplex","gray whistler"
"rufwhi1","pachycephala rufiventris","rufous whistler"
"ausfig1","sphecotheres vieilloti","australasian figbird"
"blfwoo1","artamus cinereus","black-faced woodswallow"
"duswoo1","artamus cyanopterus","dusky woodswallow"
"grybut1","cracticus torquatus","gray butcherbird"
"ausmag2","gymnorhina tibicen","australian magpie"
"piecur1","strepera graculina","pied currawong"
"blacur2","strepera fuliginosa","black currawong"
"grycur1","strepera versicolor","gray currawong"
"gryfan1","rhipidura albiscapa","gray fantail"
"blfmon1","monarcha melanopsis","black-faced monarch"
"maglar1","grallina cyanoleuca","magpie-lark"
"leafly2","myiagra rubecula","leaden flycatcher"
"brnshr","lanius cristatus","brown shrike"
"houcro1","corvus splendens","house crow"
"torcro2","corvus orru","torresian crow"
"litcro1","corvus bennetti","little crow"
"ausrav1","corvus coronoides","australian raven"
"litrav1","corvus mellori","little raven"
"forrav1","corvus tasmanicus","forest raven"
"flarob1","petroica phoenicea","flame robin"
"dusrob1","melanodryas vittata","dusky robin"
"yelrob1","eopsaltria australis","eastern yellow robin"
"welswa1","hirundo neoxena","welcome swallow"
"barswa","hirundo rustica","barn swallow"
"rerswa1","cecropis daurica","red-rumped swallow"
"faimar2","petrochelidon ariel","fairy martin"
"wlwwar","phylloscopus trochilus","willow warbler"
"silver3","zosterops lateralis","silvereye"
"eursta","sturnus vulgaris","european starling"
"commyn","acridotheres tristis","common myna"
"eurbla","turdus merula","eurasian blackbird"
"diafir1","stagonopleura guttata","diamond firetail"
"rebfir1","neochmia temporalis","red-browed firetail"
"dobfin1","stizoptera bichenovii","double-barred finch"
"nutman","lonchura punctulata","scaly-breasted munia"
"houspa","passer domesticus","house sparrow"
"eutspa","passer montanus","eurasian tree sparrow"
"grywag","motacilla cinerea","gray wagtail"
"auspip2","anthus australis","australian pipit"
"comcha","fringilla coelebs","common chaffinch"
"eurgol","carduelis carduelis","european goldfinch"
